Key,Value
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0721,26116.895219723403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0722,26117.805756973386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0723,26119.73563504839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0724,26120.404912123384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0725,26121.144935548426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0726,26121.825660298407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0727,26122.554929023387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0728,26123.354916398406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0729,26124.284967323423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0730,26125.03496012342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0731,26125.83568664837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0732,26126.745743448377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0733,26128.78543222338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0734,26129.615521698415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0735,26130.295165423395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0736,26131.275100048424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0737,26132.017858373405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0738,26132.765707598388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0739,26133.495262773395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0740,26134.295074598373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0741,26135.095098923386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0742,26136.6054141984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0743,26137.4549064734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0744,26138.124987373412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0745,26138.805721348406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0746,26139.475007673384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0747,26140.27498579842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0748,26141.01533262342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0749,26141.98574142337
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0750,26142.89577047342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0751,26143.765755823373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0752,26145.777245873393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0753,26146.655768448414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0754,26147.395228298425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0755,26148.185190873384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0756,26148.865666148424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0757,26149.77608327341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0758,26150.772732048394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0759,26151.51526862341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0760,26152.255236623405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0761,26153.905861973406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0762,26155.23587887341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0763,26155.92551042342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0764,26156.91597802341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0765,26157.645699498415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0766,26158.2588746984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0767,26159.245581873416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0768,26159.985540623427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0769,26160.835984573423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0770,26161.69587122339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0771,26163.8139104234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0772,26165.115931823373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0773,26165.97592934841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0774,26166.65265342343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0775,26167.40547347343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0776,26168.095262098373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0777,26168.885954598427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0778,26170.34601657343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0779,26171.075303773403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0780,26173.355208673416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0781,26174.03529589838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0782,26174.908672123373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0783,26175.52545994842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0784,26176.15544169837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0785,26177.01613217342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0786,26177.836076748372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0787,26178.865987498404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0788,26179.665845523417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0789,26180.35235414839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0790,26182.344931048392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0791,26183.105308973372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0792,26183.71596179843
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0793,26184.63566457343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0794,26185.435245423378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0795,26186.34530219841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0796,26187.205318198383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0797,26187.99570579839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0798,26188.74335177338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0799,26191.045967223406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0800,26191.79274467337
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0801,26193.30604429841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0802,26194.045226923405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0803,26194.775853873372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0804,26195.625743448378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0805,26196.425121023418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0806,26197.155239773394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0807,26197.95595707339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0808,26198.625779273392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0809,26200.614928348423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0810,26201.37559267342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0811,26202.105508173405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0812,26202.906502648413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0813,26203.696317423404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0814,26204.435638648392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0815,26205.35257882339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0816,26206.025542423427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0817,26206.759236848415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0818,26402.007741423367
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0819,26402.737536798417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0820,26403.533671323417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0821,26404.226998648406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0822,26404.96742862338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0823,26405.647210923373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0824,26406.737464448393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0825,26407.406732298376
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0826,26408.13711899841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0827,26408.927497348428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0828,26410.93718569839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0829,26411.647190198422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0830,26412.426693748414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0831,26413.39665904838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0832,26414.006775998412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0833,26414.67726344842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0834,26415.586802823425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0835,26416.446837298394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0836,26417.247240448414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0837,26420.286811823367
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0838,26421.017124623417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0839,26422.297645873427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0840,26423.036773073374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0841,26423.857466023386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0842,26424.596750323413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0843,26425.266766548397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0844,26425.99716247338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0845,26426.687182098387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0846,26427.4236760484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0847,26429.404509648382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0848,26430.226948848427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0849,26431.017706023395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0850,26431.82767199838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0851,26432.567030198396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0852,26433.296844048382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0853,26433.966906473397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0854,26434.588720573425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0855,26435.386980173407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0856,26436.937080448388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0857,26437.727819148422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0858,26438.639871673404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0859,26439.366839773418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0860,26440.166845648408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0861,26440.957575098397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0862,26441.807529348374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0863,26442.47681567341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0864,26443.32683459842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0865,26443.948528573394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0866,26445.75750862342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0867,26446.637454098403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0868,26447.426973198413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0869,26448.22694209838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0870,26448.897632798373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0871,26449.74768867338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0872,26450.416984223426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0873,26451.14709374839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0874,26451.764768573405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0875,26453.386908748387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0876,26454.206991898416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0877,26454.93728619838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0878,26455.847675598383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0879,26456.516897248388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0880,26457.42699099839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0881,26458.356847898423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0882,26459.207245648384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0883,26460.13741667342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0884,26460.807710098386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0885,26462.7884235484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0886,26463.667445073424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0887,26464.52707302338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0888,26465.20709554839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0889,26466.127648348393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0890,26467.037806773424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0891,26467.957740523398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0892,26468.57704147339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0893,26469.246974548398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0894,26471.236992123424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0895,26471.857586598395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0896,26472.667367773414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0897,26473.28684429842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0898,26473.957479548393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0899,26474.579413748383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0900,26475.30708404839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0901,26476.107034473418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0902,26476.897810148417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0903,26477.57702884841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0904,26479.526466823398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0905,26480.417222423373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0906,26481.277210698427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0907,26481.96759064841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0908,26482.707651048422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0909,26483.437233923374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0910,26484.357186148405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0911,26485.277221523404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0912,26485.977746373414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0913,26488.377893298388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0914,26489.247204173385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0915,26490.10767289841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0916,26490.828025573373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0917,26491.44740044838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0918,26492.23745544839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0919,26492.967648123384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0920,26493.707523723424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0921,26494.387269073428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0922,26495.0074292984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0923,26496.938157423378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0924,26497.697740748405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0925,26498.67793409842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0926,26499.4774779734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0927,26500.214415448427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0928,26500.892691723406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0929,26501.627836748423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0930,26502.2973355484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0931,26503.03756224841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0932,26702.14666377342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0933,26702.8919352234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0934,26703.759204173388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0935,26704.498700973392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0936,26705.232949748395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0937,26706.029195148407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0938,26706.819555048405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0939,26707.488601123394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0940,26708.228615323424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0941,26708.96940564841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0942,26711.037542648373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0943,26712.519566773415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0944,26713.428875148416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0945,26714.178710873424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0946,26714.96947729838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0947,26715.659164298417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0948,26716.401192673384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0949,26717.368764973402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0950,26718.288828048408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0951,26720.659187048375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0952,26721.398646873415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0953,26722.138744223415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0954,26722.80937024838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0955,26723.65902884841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0956,26724.398895223378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0957,26725.12869059837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0958,26725.873980523407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0959,26726.609190198422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0960,26727.468827373385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0961,26729.518855098428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0962,26730.338734998404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0963,26731.01882219839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0964,26731.871908623398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0965,26732.779350648405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0966,26733.508878098368
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0967,26734.485726773382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0968,26735.23350209838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0969,26736.024157648386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0970,26737.50870412338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0971,26738.361531823397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0972,26739.058767448427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0973,26739.85966952342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0974,26740.829440798403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0975,26741.799479998408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0976,26742.531511323392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0977,26743.218888448417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0978,26744.019679673373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0979,26744.699582098423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0980,26746.565181423426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0981,26747.55880889839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0982,26748.241501648426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0983,26749.032212623417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0984,26749.769676748394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0985,26750.498973198413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0986,26751.17589127338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0987,26751.919739823403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0988,26752.649304223418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0989,26755.026602023423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0990,26755.95903674841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0991,26756.689377248407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0992,26757.538915723384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0993,26758.809513798416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0994,26759.428833248377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0995,26760.228876048386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0996,26761.259535223424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0997,26762.299322923423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0998,26763.45877982342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #0999,26765.399237073423
