Key,Value
PFS Status #06122,0
PFS Status #06123,0
PFS Status #06124,0
PFS Status #06125,0
PFS Status #06126,0
PFS Status #06127,0
PFS Status #06128,0
PFS Status #06129,0
PFS Status #06130,0
PFS Status #06131,0
PFS Status #06132,0
PFS Status #06133,0
PFS Status #06134,0
PFS Status #06135,0
PFS Status #06136,0
PFS Status #06137,0
PFS Status #06138,0
PFS Status #06139,0
PFS Status #06140,0
PFS Status #06141,0
PFS Status #06142,0
PFS Status #06143,0
PFS Status #06144,0
PFS Status #06145,0
PFS Status #06146,0
PFS Status #06147,0
PFS Status #06148,0
PFS Status #06149,0
PFS Status #06150,0
PFS Status #06151,0
PFS Status #06152,0
PFS Status #06153,3
PFS Status #06154,3
PFS Status #06155,3
PFS Status #06156,3
PFS Status #06157,0
PFS Status #06158,0
PFS Status #06159,0
PFS Status #06160,3
PFS Status #06161,3
PFS Status #06162,3
PFS Status #06163,3
PFS Status #06164,3
PFS Status #06165,3
PFS Status #06166,3
PFS Status #06167,3
PFS Status #06168,3
PFS Status #06169,3
PFS Status #06170,3
PFS Status #06171,3
PFS Status #06172,3
PFS Status #06173,3
PFS Status #06174,3
PFS Status #06175,3
PFS Status #06176,0
PFS Status #06177,0
PFS Status #06178,0
PFS Status #06179,0
PFS Status #06180,0
PFS Status #06181,0
PFS Status #06182,0
PFS Status #06183,0
PFS Status #06184,0
PFS Status #06185,0
PFS Status #06186,0
PFS Status #06187,0
PFS Status #06188,0
PFS Status #06189,0
PFS Status #06190,0
PFS Status #06191,0
PFS Status #06192,3
PFS Status #06193,3
PFS Status #06194,3
PFS Status #06195,0
PFS Status #06196,0
PFS Status #06197,0
PFS Status #06198,0
PFS Status #06199,0
PFS Status #06200,0
PFS Status #06201,0
PFS Status #06202,0
PFS Status #06203,0
PFS Status #06204,0
PFS Status #06205,0
PFS Status #06206,0
PFS Status #06207,0
PFS Status #06208,0
PFS Status #06209,0
PFS Status #06210,0
PFS Status #06211,3
PFS Status #06212,3
PFS Status #06213,3
PFS Status #06214,0
PFS Status #06215,0
PFS Status #06216,0
PFS Status #06217,0
PFS Status #06218,0
PFS Status #06219,0
PFS Status #06220,0
PFS Status #06221,0
PFS Status #06222,0
PFS Status #06223,0
PFS Status #06224,0
PFS Status #06225,0
PFS Status #06226,0
PFS Status #06227,3
PFS Status #06228,3
PFS Status #06229,3
PFS Status #06230,3
PFS Status #06231,3
PFS Status #06232,3
PFS Status #06233,0
PFS Status #06234,0
PFS Status #06235,0
PFS Status #06236,0
PFS Status #06237,0
PFS Status #06238,0
PFS Status #06239,0
PFS Status #06240,0
PFS Status #06241,0
PFS Status #06242,0
PFS Status #06243,0
PFS Status #06244,0
PFS Status #06245,0
PFS Status #06246,0
PFS Status #06247,0
PFS Status #06248,0
PFS Status #06249,0
PFS Status #06250,0
PFS Status #06251,0
PFS Status #06252,0
PFS Status #06253,0
PFS Status #06254,0
PFS Status #06255,0
PFS Status #06256,0
PFS Status #06257,0
PFS Status #06258,0
PFS Status #06259,0
PFS Status #06260,0
PFS Status #06261,0
PFS Status #06262,0
PFS Status #06263,0
PFS Status #06264,0
PFS Status #06265,0
PFS Status #06266,0
PFS Status #06267,3
PFS Status #06268,3
PFS Status #06269,3
PFS Status #06270,3
PFS Status #06271,0
PFS Status #06272,0
PFS Status #06273,0
PFS Status #06274,3
PFS Status #06275,3
PFS Status #06276,3
PFS Status #06277,3
PFS Status #06278,3
PFS Status #06279,3
PFS Status #06280,3
PFS Status #06281,3
PFS Status #06282,3
PFS Status #06283,3
PFS Status #06284,3
PFS Status #06285,3
PFS Status #06286,3
PFS Status #06287,3
PFS Status #06288,3
PFS Status #06289,3
PFS Status #06290,0
PFS Status #06291,0
PFS Status #06292,0
PFS Status #06293,0
PFS Status #06294,0
PFS Status #06295,0
PFS Status #06296,0
PFS Status #06297,0
PFS Status #06298,0
PFS Status #06299,0
PFS Status #06300,0
PFS Status #06301,0
PFS Status #06302,0
PFS Status #06303,0
PFS Status #06304,0
PFS Status #06305,0
PFS Status #06306,3
PFS Status #06307,3
PFS Status #06308,3
PFS Status #06309,0
PFS Status #06310,0
PFS Status #06311,0
PFS Status #06312,0
PFS Status #06313,0
PFS Status #06314,0
PFS Status #06315,0
PFS Status #06316,0
PFS Status #06317,0
PFS Status #06318,0
PFS Status #06319,0
PFS Status #06320,0
PFS Status #06321,0
PFS Status #06322,0
PFS Status #06323,0
PFS Status #06324,0
PFS Status #06325,3
PFS Status #06326,3
PFS Status #06327,3
PFS Status #06328,0
PFS Status #06329,0
PFS Status #06330,0
PFS Status #06331,0
PFS Status #06332,0
PFS Status #06333,0
PFS Status #06334,0
PFS Status #06335,0
PFS Status #06336,0
PFS Status #06337,0
PFS Status #06338,0
PFS Status #06339,0
PFS Status #06340,0
PFS Status #06341,3
PFS Status #06342,3
PFS Status #06343,3
PFS Status #06344,3
PFS Status #06345,3
PFS Status #06346,3
PFS Status #06347,0
PFS Status #06348,0
PFS Status #06349,0
PFS Status #06350,0
PFS Status #06351,0
PFS Status #06352,0
PFS Status #06353,0
PFS Status #06354,0
PFS Status #06355,0
PFS Status #06356,0
PFS Status #06357,0
PFS Status #06358,0
PFS Status #06359,0
PFS Status #06360,0
PFS Status #06361,0
PFS Status #06362,0
PFS Status #06363,0
PFS Status #06364,0
PFS Status #06365,0
PFS Status #06366,0
PFS Status #06367,0
PFS Status #06368,0
PFS Status #06369,0
PFS Status #06370,0
PFS Status #06371,0
PFS Status #06372,0
PFS Status #06373,0
PFS Status #06374,0
PFS Status #06375,0
PFS Status #06376,0
PFS Status #06377,0
PFS Status #06378,0
PFS Status #06379,0
PFS Status #06380,0
PFS Status #06381,3
PFS Status #06382,3
PFS Status #06383,3
PFS Status #06384,3
PFS Status #06385,0
PFS Status #06386,0
PFS Status #06387,0
PFS Status #06388,3
PFS Status #06389,3
PFS Status #06390,3
PFS Status #06391,3
PFS Status #06392,3
PFS Status #06393,3
PFS Status #06394,3
PFS Status #06395,3
PFS Status #06396,3
PFS Status #06397,3
PFS Status #06398,3
PFS Status #06399,3
PFS Status #06400,3
PFS Status #06401,3
PFS Status #06402,3
PFS Status #06403,3
PFS Status #06404,0
PFS Status #06405,0
PFS Status #06406,0
PFS Status #06407,0
PFS Status #06408,0
PFS Status #06409,0
PFS Status #06410,0
PFS Status #06411,0
PFS Status #06412,0
PFS Status #06413,0
PFS Status #06414,0
PFS Status #06415,0
PFS Status #06416,0
PFS Status #06417,0
PFS Status #06418,0
PFS Status #06419,0
PFS Status #06420,3
PFS Status #06421,3
PFS Status #06422,3
PFS Status #06423,0
PFS Status #06424,0
PFS Status #06425,0
PFS Status #06426,0
PFS Status #06427,0
PFS Status #06428,0
PFS Status #06429,0
PFS Status #06430,0
PFS Status #06431,0
PFS Status #06432,0
PFS Status #06433,0
PFS Status #06434,0
PFS Status #06435,0
PFS Status #06436,0
PFS Status #06437,0
PFS Status #06438,0
PFS Status #06439,3
PFS Status #06440,3
PFS Status #06441,3
PFS Status #06442,0
PFS Status #06443,0
PFS Status #06444,0
PFS Status #06445,0
PFS Status #06446,0
PFS Status #06447,0
PFS Status #06448,0
PFS Status #06449,0
PFS Status #06450,0
PFS Status #06451,0
PFS Status #06452,0
PFS Status #06453,0
PFS Status #06454,0
PFS Status #06455,3
PFS Status #06456,3
PFS Status #06457,3
PFS Status #06458,3
PFS Status #06459,3
PFS Status #06460,3
PFS Status #06461,0
PFS Status #06462,0
PFS Status #06463,0
PFS Status #06464,0
PFS Status #06465,0
PFS Status #06466,0
PFS Status #06467,0
PFS Status #06468,0
PFS Status #06469,0
PFS Status #06470,0
PFS Status #06471,0
PFS Status #06472,0
PFS Status #06473,0
PFS Status #06474,0
PFS Status #06475,0
PFS Status #06476,0
PFS Status #06477,0
PFS Status #06478,0
PFS Status #06479,3
PFS Status #06480,0
PFS Status #06481,0
PFS Status #06482,0
PFS Status #06483,0
PFS Status #06484,0
PFS Status #06485,0
PFS Status #06486,0
PFS Status #06487,0
PFS Status #06488,0
PFS Status #06489,0
PFS Status #06490,0
PFS Status #06491,0
PFS Status #06492,0
PFS Status #06493,0
PFS Status #06494,0
PFS Status #06495,3
PFS Status #06496,3
PFS Status #06497,3
PFS Status #06498,3
PFS Status #06499,0
PFS Status #06500,0
PFS Status #06501,0
PFS Status #06502,3
PFS Status #06503,3
PFS Status #06504,3
PFS Status #06505,3
PFS Status #06506,3
PFS Status #06507,3
PFS Status #06508,3
PFS Status #06509,3
PFS Status #06510,3
PFS Status #06511,3
PFS Status #06512,3
PFS Status #06513,3
PFS Status #06514,3
PFS Status #06515,3
PFS Status #06516,3
PFS Status #06517,3
PFS Status #06518,0
PFS Status #06519,0
PFS Status #06520,0
PFS Status #06521,0
PFS Status #06522,0
PFS Status #06523,0
PFS Status #06524,0
PFS Status #06525,0
PFS Status #06526,0
PFS Status #06527,0
PFS Status #06528,0
PFS Status #06529,0
PFS Status #06530,0
PFS Status #06531,0
PFS Status #06532,0
PFS Status #06533,0
PFS Status #06534,3
PFS Status #06535,3
PFS Status #06536,3
PFS Status #06537,0
PFS Status #06538,0
PFS Status #06539,0
PFS Status #06540,0
PFS Status #06541,0
PFS Status #06542,0
PFS Status #06543,0
PFS Status #06544,0
PFS Status #06545,0
PFS Status #06546,0
PFS Status #06547,0
PFS Status #06548,0
PFS Status #06549,0
PFS Status #06550,0
PFS Status #06551,0
PFS Status #06552,0
PFS Status #06553,3
PFS Status #06554,3
PFS Status #06555,3
PFS Status #06556,0
PFS Status #06557,0
PFS Status #06558,0
PFS Status #06559,0
PFS Status #06560,0
PFS Status #06561,0
PFS Status #06562,0
PFS Status #06563,0
PFS Status #06564,0
PFS Status #06565,0
PFS Status #06566,0
PFS Status #06567,0
PFS Status #06568,0
PFS Status #06569,3
PFS Status #06570,3
PFS Status #06571,3
PFS Status #06572,3
PFS Status #06573,3
PFS Status #06574,3
PFS Status #06575,0
PFS Status #06576,0
PFS Status #06577,0
PFS Status #06578,0
PFS Status #06579,0
PFS Status #06580,0
PFS Status #06581,0
PFS Status #06582,0
PFS Status #06583,0
PFS Status #06584,0
PFS Status #06585,0
PFS Status #06586,0
PFS Status #06587,0
PFS Status #06588,0
PFS Status #06589,0
PFS Status #06590,0
PFS Status #06591,0
PFS Status #06592,0
PFS Status #06593,0
PFS Status #06594,0
PFS Status #06595,0
PFS Status #06596,0
PFS Status #06597,0
PFS Status #06598,0
PFS Status #06599,0
PFS Status #06600,0
PFS Status #06601,0
PFS Status #06602,0
PFS Status #06603,0
PFS Status #06604,0
PFS Status #06605,0
PFS Status #06606,0
PFS Status #06607,0
PFS Status #06608,0
PFS Status #06609,3
PFS Status #06610,3
PFS Status #06611,3
PFS Status #06612,3
PFS Status #06613,0
PFS Status #06614,0
PFS Status #06615,0
PFS Status #06616,3
PFS Status #06617,3
PFS Status #06618,3
PFS Status #06619,3
PFS Status #06620,3
PFS Status #06621,3
PFS Status #06622,3
PFS Status #06623,3
PFS Status #06624,3
PFS Status #06625,3
PFS Status #06626,3
PFS Status #06627,3
PFS Status #06628,3
PFS Status #06629,3
PFS Status #06630,3
PFS Status #06631,3
PFS Status #06632,0
PFS Status #06633,0
PFS Status #06634,0
PFS Status #06635,0
PFS Status #06636,0
PFS Status #06637,0
PFS Status #06638,0
PFS Status #06639,0
PFS Status #06640,0
PFS Status #06641,0
PFS Status #06642,0
PFS Status #06643,0
PFS Status #06644,0
PFS Status #06645,0
PFS Status #06646,0
PFS Status #06647,0
PFS Status #06648,3
PFS Status #06649,3
PFS Status #06650,3
PFS Status #06651,0
PFS Status #06652,0
PFS Status #06653,0
PFS Status #06654,0
PFS Status #06655,0
PFS Status #06656,0
PFS Status #06657,0
PFS Status #06658,0
PFS Status #06659,0
PFS Status #06660,0
PFS Status #06661,0
PFS Status #06662,0
PFS Status #06663,0
PFS Status #06664,0
PFS Status #06665,0
PFS Status #06666,0
PFS Status #06667,3
PFS Status #06668,3
PFS Status #06669,3
PFS Status #06670,0
PFS Status #06671,0
PFS Status #06672,0
PFS Status #06673,0
PFS Status #06674,0
PFS Status #06675,0
PFS Status #06676,0
PFS Status #06677,0
PFS Status #06678,0
PFS Status #06679,0
PFS Status #06680,0
PFS Status #06681,0
PFS Status #06682,0
PFS Status #06683,3
PFS Status #06684,3
PFS Status #06685,3
PFS Status #06686,3
PFS Status #06687,3
PFS Status #06688,3
PFS Status #06689,0
PFS Status #06690,0
PFS Status #06691,0
PFS Status #06692,0
PFS Status #06693,0
PFS Status #06694,0
PFS Status #06695,0
PFS Status #06696,0
PFS Status #06697,0
PFS Status #06698,0
PFS Status #06699,0
PFS Status #06700,0
PFS Status #06701,0
PFS Status #06702,0
PFS Status #06703,0
PFS Status #06704,0
PFS Status #06705,0
PFS Status #06706,0
PFS Status #06707,0
PFS Status #06708,0
PFS Status #06709,0
PFS Status #06710,0
PFS Status #06711,0
PFS Status #06712,0
PFS Status #06713,0
PFS Status #06714,0
PFS Status #06715,0
PFS Status #06716,0
PFS Status #06717,0
PFS Status #06718,0
PFS Status #06719,0
PFS Status #06720,0
PFS Status #06721,0
PFS Status #06722,0
PFS Status #06723,3
PFS Status #06724,3
PFS Status #06725,3
PFS Status #06726,3
PFS Status #06727,0
PFS Status #06728,0
PFS Status #06729,0
PFS Status #06730,3
PFS Status #06731,3
PFS Status #06732,3
PFS Status #06733,3
PFS Status #06734,3
PFS Status #06735,3
PFS Status #06736,3
PFS Status #06737,3
PFS Status #06738,3
PFS Status #06739,3
PFS Status #06740,3
PFS Status #06741,3
PFS Status #06742,3
PFS Status #06743,3
PFS Status #06744,3
PFS Status #06745,3
PFS Status #06746,0
PFS Status #06747,0
PFS Status #06748,0
PFS Status #06749,0
PFS Status #06750,0
PFS Status #06751,0
PFS Status #06752,0
PFS Status #06753,0
PFS Status #06754,0
PFS Status #06755,0
PFS Status #06756,0
PFS Status #06757,0
PFS Status #06758,0
PFS Status #06759,0
PFS Status #06760,0
PFS Status #06761,0
PFS Status #06762,3
PFS Status #06763,3
PFS Status #06764,3
PFS Status #06765,0
PFS Status #06766,0
PFS Status #06767,0
PFS Status #06768,0
PFS Status #06769,0
PFS Status #06770,0
PFS Status #06771,0
PFS Status #06772,0
PFS Status #06773,0
PFS Status #06774,0
PFS Status #06775,0
PFS Status #06776,0
PFS Status #06777,0
PFS Status #06778,0
PFS Status #06779,0
PFS Status #06780,0
PFS Status #06781,3
PFS Status #06782,3
PFS Status #06783,3
PFS Status #06784,0
PFS Status #06785,0
PFS Status #06786,0
PFS Status #06787,0
PFS Status #06788,0
PFS Status #06789,0
PFS Status #06790,0
PFS Status #06791,0
PFS Status #06792,0
PFS Status #06793,0
PFS Status #06794,0
PFS Status #06795,0
PFS Status #06796,0
PFS Status #06797,3
PFS Status #06798,3
PFS Status #06799,3
PFS Status #06800,3
PFS Status #06801,3
PFS Status #06802,3
PFS Status #06803,0
PFS Status #06804,0
PFS Status #06805,0
PFS Status #06806,0
PFS Status #06807,0
PFS Status #06808,0
PFS Status #06809,0
PFS Status #06810,0
PFS Status #06811,0
PFS Status #06812,0
PFS Status #06813,0
PFS Status #06814,0
PFS Status #06815,0
PFS Status #06816,0
PFS Status #06817,0
PFS Status #06818,0
PFS Status #06819,0
PFS Status #06820,0
PFS Status #06821,3
PFS Status #06822,0
PFS Status #06823,0
PFS Status #06824,0
PFS Status #06825,0
PFS Status #06826,0
PFS Status #06827,0
PFS Status #06828,0
PFS Status #06829,0
PFS Status #06830,0
PFS Status #06831,0
PFS Status #06832,0
PFS Status #06833,0
PFS Status #06834,0
PFS Status #06835,0
PFS Status #06836,0
PFS Status #06837,3
PFS Status #06838,3
PFS Status #06839,3
PFS Status #06840,3
PFS Status #06841,0
PFS Status #06842,0
PFS Status #06843,0
PFS Status #06844,3
PFS Status #06845,3
PFS Status #06846,3
PFS Status #06847,3
PFS Status #06848,3
PFS Status #06849,3
PFS Status #06850,3
PFS Status #06851,3
PFS Status #06852,3
PFS Status #06853,3
PFS Status #06854,3
PFS Status #06855,3
PFS Status #06856,3
PFS Status #06857,3
PFS Status #06858,3
PFS Status #06859,3
PFS Status #06860,0
PFS Status #06861,0
PFS Status #06862,0
PFS Status #06863,0
PFS Status #06864,0
PFS Status #06865,0
PFS Status #06866,0
PFS Status #06867,0
PFS Status #06868,0
PFS Status #06869,0
PFS Status #06870,0
PFS Status #06871,0
PFS Status #06872,0
PFS Status #06873,0
PFS Status #06874,0
PFS Status #06875,0
PFS Status #06876,0
PFS Status #06877,3
PFS Status #06878,3
PFS Status #06879,0
PFS Status #06880,0
PFS Status #06881,0
PFS Status #06882,0
PFS Status #06883,0
PFS Status #06884,0
PFS Status #06885,0
PFS Status #06886,0
PFS Status #06887,0
PFS Status #06888,0
PFS Status #06889,0
PFS Status #06890,0
PFS Status #06891,0
PFS Status #06892,0
PFS Status #06893,0
PFS Status #06894,0
PFS Status #06895,3
PFS Status #06896,3
PFS Status #06897,3
PFS Status #06898,0
PFS Status #06899,0
PFS Status #06900,0
PFS Status #06901,0
PFS Status #06902,0
PFS Status #06903,0
PFS Status #06904,0
PFS Status #06905,0
PFS Status #06906,0
PFS Status #06907,0
PFS Status #06908,0
PFS Status #06909,0
PFS Status #06910,0
PFS Status #06911,3
PFS Status #06912,3
PFS Status #06913,3
PFS Status #06914,3
PFS Status #06915,3
PFS Status #06916,3
PFS Status #06917,0
PFS Status #06918,0
PFS Status #06919,0
PFS Status #06920,0
PFS Status #06921,0
PFS Status #06922,0
PFS Status #06923,0
PFS Status #06924,0
PFS Status #06925,0
PFS Status #06926,0
PFS Status #06927,0
PFS Status #06928,0
PFS Status #06929,0
PFS Status #06930,0
PFS Status #06931,0
PFS Status #06932,0
PFS Status #06933,0
PFS Status #06934,0
PFS Status #06935,0
PFS Status #06936,0
PFS Status #06937,0
PFS Status #06938,0
PFS Status #06939,0
PFS Status #06940,0
PFS Status #06941,0
PFS Status #06942,0
PFS Status #06943,0
PFS Status #06944,0
PFS Status #06945,0
PFS Status #06946,0
PFS Status #06947,0
PFS Status #06948,0
PFS Status #06949,0
PFS Status #06950,0
PFS Status #06951,0
PFS Status #06952,3
PFS Status #06953,3
PFS Status #06954,3
PFS Status #06955,0
PFS Status #06956,0
PFS Status #06957,0
PFS Status #06958,3
PFS Status #06959,3
PFS Status #06960,3
PFS Status #06961,3
PFS Status #06962,3
PFS Status #06963,3
PFS Status #06964,3
PFS Status #06965,3
PFS Status #06966,3
PFS Status #06967,3
PFS Status #06968,3
PFS Status #06969,3
PFS Status #06970,3
PFS Status #06971,3
PFS Status #06972,3
PFS Status #06973,3
PFS Status #06974,0
PFS Status #06975,0
PFS Status #06976,0
PFS Status #06977,0
PFS Status #06978,0
PFS Status #06979,0
PFS Status #06980,0
PFS Status #06981,0
PFS Status #06982,0
PFS Status #06983,0
PFS Status #06984,0
PFS Status #06985,0
PFS Status #06986,0
PFS Status #06987,0
PFS Status #06988,0
PFS Status #06989,0
PFS Status #06990,0
PFS Status #06991,3
PFS Status #06992,3
